,Id,MSSubClass,LotFrontage,LotArea,LotConfig,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,TotalBsmtSF,GrLivArea,BedroomAbvGr,TotRmsAbvGrd,GarageArea
242,1703,20.0,78,10206,4,21,0,2,8,5,2008,1,1614.0,1658,3,7,726.0
243,1704,20.0,85,10130,4,21,0,2,8,5,2007,1,1702.0,1702,3,7,844.0
244,1705,20.0,76,9139,4,21,0,2,8,5,2006,3,1422.0,1432,3,7,492.0
245,1706,20.0,85,11128,0,21,0,2,9,5,2005,3,2458.0,2490,2,9,795.0
246,1707,20.0,90,7993,4,21,0,2,7,5,2008,1,1436.0,1436,3,6,529.0
247,1708,20.0,72,8640,4,21,0,2,7,5,2008,3,1402.0,1402,3,7,625.0
248,1709,20.0,112,12606,4,21,0,2,9,5,2007,1,1530.0,1530,3,7,984.0
249,1710,20.0,75,7500,4,21,0,2,8,5,2006,1,1372.0,1448,2,6,692.0
250,1711,60.0,84,10603,4,21,0,4,8,5,2006,3,900.0,1795,3,8,782.0
251,1712,20.0,65,8125,0,21,0,2,8,5,2008,3,1836.0,1836,3,8,517.0
252,1713,20.0,85,10625,4,21,0,2,7,5,2006,1,1652.0,1662,3,8,711.0
253,1714,20.0,68,8736,4,21,0,2,7,5,2003,1,1553.0,1553,3,6,588.0
254,1715,60.0,65,8127,4,21,0,4,7,5,2003,1,812.0,1653,3,6,628.0
255,1716,20.0,80,9605,0,20,0,2,7,6,2007,1,1218.0,1218,3,6,576.0
256,1717,20.0,63,7500,4,20,0,2,7,5,2006,1,1141.0,1141,3,6,484.0
257,1718,20.0,63,7500,4,20,0,2,6,5,2004,1,1158.0,1158,3,5,0.0
258,1719,60.0,96,10628,0,20,0,4,7,5,2004,1,835.0,1812,3,8,478.0
259,1720,20.0,76,10141,4,20,0,2,8,5,2004,1,1512.0,1512,3,6,845.0
260,1721,20.0,63,13072,4,20,0,2,7,5,2004,1,1114.0,1114,3,6,576.0
261,1722,20.0,63,13072,4,20,0,2,5,5,2004,1,1114.0,1114,3,6,0.0
262,1723,20.0,60,12450,4,20,0,2,5,5,2003,1,1114.0,1114,3,6,576.0
263,1724,20.0,61,7328,4,20,0,2,7,5,2008,1,1450.0,1450,2,6,788.0
264,1725,60.0,43,11492,1,20,0,4,7,5,1996,1,913.0,2122,4,8,559.0
265,1726,60.0,70,7703,4,20,0,4,6,6,1992,1,816.0,1730,3,6,528.0
266,1727,120.0,50,7175,4,20,4,2,6,5,1990,1,1332.0,1332,2,5,542.0
267,1728,60.0,70,9109,4,20,0,4,7,5,1994,1,754.0,1540,3,6,495.0
268,1729,60.0,60,10274,1,20,0,4,6,7,1986,1,676.0,1400,3,6,465.0
269,1730,90.0,75,8250,4,20,2,4,6,7,1981,1,0.0,1882,4,8,612.0
270,1731,20.0,63,9750,4,19,0,2,5,5,1962,3,980.0,980,3,5,400.0
271,1732,20.0,60,8499,0,19,0,2,5,6,1961,1,864.0,864,3,5,732.0
272,1733,20.0,60,9079,4,19,0,2,5,5,1961,1,864.0,864,2,5,440.0
273,1734,20.0,60,9316,4,19,0,2,5,5,1965,1,1024.0,1020,3,5,288.0
274,1735,20.0,60,7791,4,19,0,2,5,8,1963,1,912.0,912,3,6,300.0
275,1736,20.0,65,7150,4,19,0,2,5,6,1962,1,912.0,912,3,6,252.0
276,1737,20.0,60,15676,4,24,0,2,8,8,1980,1,2014.0,2014,2,6,864.0
277,1738,60.0,60,11949,4,15,0,4,7,8,1991,1,975.0,1755,3,7,524.0
278,1739,160.0,32,2880,4,21,3,4,7,5,2004,1,1376.0,3005,3,9,704.0
279,1740,120.0,60,3830,4,21,4,2,6,5,2008,1,1726.0,1726,2,6,561.0
280,1741,120.0,60,4217,4,21,4,2,6,5,2008,1,1145.0,1256,1,5,641.0
281,1742,160.0,34,2998,4,21,4,4,6,5,2000,1,756.0,1512,2,4,440.0
282,1743,160.0,35,3768,2,21,4,4,7,5,1999,3,691.0,1452,3,6,506.0
283,1744,20.0,60,14694,4,24,0,2,8,9,1977,1,1694.0,1694,2,5,642.0
284,1745,20.0,110,15417,4,24,0,2,7,5,1981,1,1740.0,1740,2,7,540.0
285,1746,80.0,80,9600,2,24,0,6,8,5,1976,1,392.0,2499,4,5,527.0
286,1747,60.0,60,12732,1,14,0,4,7,6,1974,1,752.0,2067,3,7,784.0
287,1748,60.0,80,10400,4,14,0,4,6,7,1967,1,932.0,2640,5,8,515.0
288,1749,20.0,80,9600,4,14,0,2,5,5,1969,1,1288.0,1336,3,6,502.0
289,1750,20.0,75,9000,4,14,0,2,6,5,1969,1,1216.0,1216,3,5,336.0
290,1751,60.0,60,13774,4,14,0,4,7,7,1977,3,908.0,2288,4,8,520.0
291,1752,20.0,62,7130,4,12,0,2,5,6,1967,1,864.0,864,2,5,312.0
292,1753,20.0,80,9600,4,12,0,2,5,5,1967,3,1568.0,1568,3,7,440.0
293,1754,60.0,80,9600,4,14,0,4,7,5,1974,1,1165.0,2061,4,8,498.0
294,1755,85.0,60,16500,4,14,0,5,6,5,1971,3,1232.0,1320,3,5,495.0
295,1756,20.0,60,7436,4,12,0,2,4,7,1960,1,894.0,894,2,5,396.0
296,1757,20.0,65,8125,4,12,0,2,5,7,1959,3,864.0,864,3,5,308.0
297,1758,20.0,60,9450,0,12,0,2,4,5,1957,1,1040.0,1362,3,6,768.0
298,1759,20.0,60,13495,0,12,0,2,5,6,1956,1,1048.0,1728,3,7,576.0
299,1760,20.0,85,9350,4,12,0,2,5,6,1961,1,1313.0,1313,3,6,610.0
300,1761,20.0,115,10500,4,12,0,2,5,5,1964,1,1292.0,1292,3,6,520.0
301,1762,60.0,60,8970,0,12,0,4,5,6,1965,1,744.0,2140,4,7,549.0
302,1763,80.0,85,11475,0,12,0,6,6,6,1961,3,1208.0,1576,4,7,368.0
303,1764,20.0,68,9768,4,12,0,2,5,5,1955,1,960.0,960,2,5,330.0
304,1765,20.0,90,9900,4,12,0,2,6,5,1967,1,1680.0,1691,2,5,550.0
305,1766,20.0,92,10573,0,12,0,2,6,6,1961,3,1453.0,1453,3,6,530.0
306,1767,20.0,80,14695,4,12,0,2,6,8,1966,1,1562.0,1567,2,5,542.0
307,1768,20.0,73,8760,4,12,0,2,5,7,1956,1,1169.0,1144,3,6,286.0
308,1769,20.0,60,12285,4,12,0,2,7,6,1960,1,1329.0,1329,3,5,441.0
309,1770,20.0,66,9240,4,12,0,2,6,8,1959,3,988.0,988,3,6,297.0
310,1771,20.0,70,8750,4,12,0,2,5,5,1956,1,1202.0,1202,3,6,304.0
311,1772,20.0,70,8750,4,12,0,2,5,5,1955,1,1382.0,1382,3,6,350.0
312,1773,20.0,80,10400,0,12,0,2,4,5,1956,1,1200.0,1200,3,6,294.0
313,1774,90.0,76,9482,4,12,2,2,5,4,1958,3,1866.0,1866,4,8,495.0
314,1775,20.0,53,8128,1,12,0,2,6,7,1954,3,1062.0,1062,3,6,297.0
315,1776,20.0,67,13070,0,12,0,2,5,5,1951,3,631.0,1112,2,5,480.0
316,1777,30.0,80,8480,0,12,0,2,5,6,1945,1,793.0,793,2,4,240.0
317,1778,20.0,60,7626,4,12,0,2,5,8,1952,3,1031.0,1031,2,5,230.0
318,1779,20.0,75,9533,4,12,0,2,5,5,1953,3,0.0,1210,2,7,616.0
319,1780,60.0,78,11419,0,12,0,4,7,7,1948,1,699.0,1527,3,6,410.0
320,1781,20.0,60,9600,4,12,0,2,5,6,1950,1,1200.0,1200,3,6,246.0
321,1782,20.0,53,5470,4,17,0,2,3,5,1958,1,792.0,792,2,4,366.0
322,1783,60.0,60,10800,4,17,0,4,5,7,1939,1,676.0,1352,4,7,720.0
323,1784,70.0,80,8146,0,17,0,4,4,8,1900,1,405.0,1039,2,6,281.0
324,1785,30.0,60,10230,4,17,0,2,5,7,1925,1,1054.0,1078,3,6,264.0
325,1786,50.0,60,10410,4,17,0,0,4,5,1915,1,1313.0,2377,3,8,528.0
326,1787,70.0,60,7200,0,17,0,4,7,9,1910,1,560.0,1690,4,5,624.0
327,1788,30.0,90,5400,4,17,0,2,2,5,1940,1,416.0,599,2,4,0.0
328,1789,30.0,60,10800,4,17,0,2,5,7,1920,1,720.0,846,2,4,576.0
329,1790,30.0,60,10800,0,17,0,2,3,5,1890,1,630.0,725,1,4,320.0
330,1791,90.0,81,9671,0,12,2,4,6,5,1969,1,1248.0,2544,6,12,907.0
331,1792,20.0,83,10143,4,12,0,2,6,7,1963,1,1380.0,1380,3,6,364.0
332,1793,20.0,77,11500,4,12,0,2,6,4,1967,1,1040.0,1040,3,6,480.0
333,1794,20.0,62,8010,4,12,0,2,6,9,1958,3,951.0,951,2,6,480.0
334,1795,20.0,90,10454,0,12,0,2,6,6,1957,3,1105.0,1105,3,5,308.0
335,1796,20.0,80,9000,4,12,0,2,6,6,1958,0,160.0,1142,2,5,384.0
336,1797,50.0,60,8064,4,12,0,0,6,5,1950,1,795.0,1133,3,5,900.0
337,1798,20.0,71,7350,4,12,0,2,5,6,1958,3,1041.0,1041,3,6,294.0
338,1799,20.0,60,7200,0,12,0,2,5,7,1952,1,732.0,732,2,4,240.0
339,1800,80.0,80,8000,4,12,0,6,5,5,1959,1,528.0,1183,3,6,288.0
340,1801,50.0,60,10800,4,12,0,0,4,7,1949,1,832.0,1461,4,6,384.0
341,1802,50.0,60,8064,0,12,0,0,6,7,1948,1,864.0,1495,3,6,576.0
342,1803,60.0,76,7570,0,12,0,4,6,5,1964,1,780.0,1806,4,8,483.0
343,1804,90.0,75,8604,4,12,2,5,5,7,1978,1,941.0,941,2,4,564.0
344,1805,20.0,80,7936,4,12,0,2,6,6,1963,3,1045.0,1045,3,6,264.0
345,1806,50.0,68,4080,4,17,0,0,6,8,1935,1,901.0,1378,3,6,162.0
346,1807,90.0,57,10307,4,17,2,4,6,5,1910,1,972.0,1944,4,12,324.0
347,1808,50.0,90,15660,4,17,0,0,5,8,1910,1,240.0,1306,3,6,472.0
348,1809,70.0,90,9900,0,17,0,4,5,8,1910,1,504.0,1464,3,7,0.0
349,1810,70.0,57,6406,4,17,0,4,5,6,1939,1,690.0,1558,3,7,400.0
350,1811,190.0,63,7627,0,17,1,4,4,6,1920,1,600.0,1701,4,8,0.0
351,1812,50.0,56,10134,4,17,0,0,5,5,1910,1,801.0,1447,3,6,0.0
352,1813,50.0,50,6000,4,17,0,0,5,7,1950,1,768.0,1328,3,6,308.0
353,1814,30.0,62,7404,0,17,0,2,4,6,1920,1,861.0,861,2,5,288.0
354,1815,30.0,50,5925,0,17,0,2,2,4,1940,1,0.0,612,1,4,308.0
355,1816,30.0,60,8520,4,17,0,2,5,8,1923,1,624.0,792,2,5,287.0
356,1817,70.0,60,9600,4,17,0,4,4,4,1910,1,677.0,1510,3,7,720.0
357,1818,70.0,70,8400,0,17,0,4,6,7,1900,1,917.0,2007,3,8,357.0
358,1819,70.0,60,3600,4,17,0,4,6,7,1917,1,624.0,1288,3,5,280.0
359,1820,30.0,60,3300,4,17,0,2,4,3,1910,1,624.0,816,2,5,0.0
360,1821,50.0,60,5400,4,17,0,0,6,6,1920,1,972.0,1480,3,6,207.0
361,1822,70.0,60,9720,4,17,0,4,6,7,1910,1,741.0,1521,4,8,640.0
362,1823,30.0,72,9392,0,9,0,2,3,3,1900,4,245.0,797,2,5,0.0
363,1824,30.0,60,6615,4,3,0,2,6,6,1923,1,1022.0,1432,3,6,216.0
364,1825,70.0,50,4960,4,3,0,0,5,7,1930,1,297.0,1654,3,7,336.0
365,1826,50.0,60,6000,0,3,0,0,5,5,1924,1,468.0,1142,3,6,320.0
366,1827,30.0,51,6120,4,3,0,2,5,6,1925,1,960.0,995,2,5,264.0
367,1828,50.0,51,6120,4,3,0,0,5,6,1938,1,952.0,1582,3,6,250.0
368,1829,30.0,50,8635,4,3,0,2,5,5,1925,3,1072.0,1072,2,5,1184.0
369,1830,70.0,57,8094,4,17,0,4,6,6,1915,1,1048.0,1768,3,8,576.0
370,1831,70.0,68,9928,4,17,0,4,7,8,1915,1,672.0,1944,3,8,216.0
371,1832,90.0,50,3000,4,17,2,4,5,1,1922,3,1040.0,2128,4,11,0.0
372,1833,70.0,57,6876,4,9,0,4,6,5,1927,1,720.0,1930,4,8,316.0
373,1834,70.0,60,5775,0,17,0,4,6,7,1915,1,483.0,1427,3,7,379.0
374,1835,190.0,41,5852,0,17,1,3,7,5,1902,1,1020.0,1864,6,9,0.0
375,1836,50.0,60,5160,0,9,0,0,6,6,1927,1,1204.0,1666,3,4,384.0
376,1837,85.0,86,5160,4,9,0,5,4,6,1923,3,858.0,892,1,5,0.0
377,1838,190.0,60,10320,4,9,1,4,6,7,1915,1,698.0,1403,3,7,308.0
378,1839,20.0,50,4280,4,19,0,2,4,9,1946,1,560.0,704,2,4,220.0
379,1840,90.0,60,10800,4,7,2,2,5,5,1987,1,1200.0,1200,3,5,0.0
380,1841,90.0,60,10547,4,7,2,5,5,5,1978,1,1152.0,1152,2,6,252.0
381,1842,50.0,60,9780,4,7,0,0,5,3,1934,1,585.0,1112,4,6,226.0
382,1843,20.0,75,11625,4,19,0,2,5,6,1967,3,1052.0,1052,3,6,668.0
383,1844,85.0,60,8014,1,19,0,5,6,5,1978,1,456.0,1034,3,5,504.0
384,1845,80.0,88,15400,4,19,0,6,5,5,1961,3,552.0,1774,4,8,384.0
385,1846,80.0,88,15312,4,19,0,6,6,5,1960,3,1138.0,1138,3,6,480.0
386,1847,80.0,60,15584,4,4,0,6,5,5,1956,3,825.0,2071,4,9,336.0
387,1848,20.0,60,9000,0,19,0,2,2,2,1947,1,0.0,660,2,5,0.0
388,1849,20.0,60,15635,1,7,0,2,4,5,1954,1,0.0,1383,2,6,498.0
389,1850,20.0,68,9571,4,7,0,2,5,5,1956,3,1073.0,1073,2,5,340.0
390,1851,60.0,50,9350,4,7,0,4,6,7,1946,3,747.0,1639,3,6,240.0
391,1852,20.0,62,7440,4,7,0,2,5,6,1954,1,1089.0,1089,3,5,252.0
392,1853,120.0,42,4235,4,7,4,2,5,5,1984,1,1049.0,1049,2,5,266.0
393,1854,80.0,74,10778,4,20,0,6,7,6,1990,1,1054.0,1061,1,4,462.0
394,1855,80.0,66,19255,4,20,0,6,6,5,1983,1,520.0,1338,2,5,576.0
395,1856,60.0,85,10560,0,20,0,4,7,5,1993,1,1079.0,1879,3,8,473.0
396,1857,70.0,120,26400,2,20,0,4,5,7,1880,1,0.0,2016,4,7,576.0
397,1858,90.0,64,7018,4,20,2,4,5,5,1979,1,0.0,2228,6,8,720.0
398,1859,90.0,64,7018,4,20,2,2,5,5,1979,1,0.0,1535,4,8,400.0
399,1860,90.0,64,7040,4,20,2,5,5,5,1979,1,1094.0,1229,2,6,672.0
400,1861,90.0,64,7007,4,20,2,2,5,5,1979,1,0.0,1513,4,8,400.0
401,1862,90.0,60,11855,4,20,2,4,7,5,2000,3,1168.0,2787,6,8,820.0
402,1863,90.0,60,7939,4,20,2,4,7,5,2000,3,1168.0,2787,6,8,820.0
403,1864,90.0,60,7976,4,20,2,4,7,5,2000,3,1168.0,2787,6,8,820.0
404,1865,20.0,84,10933,4,5,0,2,9,5,2009,3,1555.0,1680,1,8,1138.0
405,1866,20.0,65,10816,4,5,0,2,9,5,2008,1,1720.0,1720,3,8,846.0
406,1867,20.0,71,9178,4,5,0,2,8,5,2008,1,1468.0,1468,3,6,904.0
407,1868,20.0,77,11422,4,5,0,2,8,5,2007,3,1838.0,1838,3,7,524.0
408,1869,20.0,64,6762,4,5,0,2,7,5,2007,1,1282.0,1290,2,6,662.0
409,1870,20.0,95,10324,0,5,0,2,8,5,2008,1,1254.0,1254,2,5,810.0
410,1871,20.0,78,11645,4,5,0,2,8,5,2005,1,1498.0,1498,3,7,844.0
411,1872,60.0,79,11646,4,5,0,4,6,5,2005,1,704.0,1422,3,7,440.0
412,1873,60.0,60,16698,1,4,0,4,7,5,1992,1,1449.0,1759,3,7,525.0
413,1874,20.0,65,9757,4,5,0,2,5,7,1994,1,990.0,990,3,5,440.0
414,1875,20.0,65,14753,4,5,0,2,7,5,1998,1,1463.0,1463,3,5,539.0
415,1876,60.0,70,8750,4,5,0,4,6,5,1998,1,928.0,1772,3,7,492.0
416,1877,20.0,65,10739,4,5,0,2,7,5,2002,1,1431.0,1444,3,6,577.0
417,1878,20.0,75,11166,4,5,0,2,7,5,2001,1,1492.0,1492,3,6,608.0
418,1879,20.0,60,16269,1,5,0,2,5,5,1978,1,907.0,907,3,5,343.0
419,1880,20.0,76,6950,4,5,0,2,5,7,1979,1,914.0,914,2,5,444.0
420,1881,20.0,90,11664,0,5,0,2,7,5,2002,3,1569.0,1611,3,6,1231.0
421,1882,60.0,60,12334,4,5,0,4,8,5,2003,1,1068.0,2184,4,8,570.0
422,1883,60.0,70,8749,4,5,0,4,7,5,2002,1,840.0,1725,3,6,550.0
423,1884,60.0,60,11250,0,5,0,4,7,5,2001,1,944.0,1870,3,6,608.0
424,1885,20.0,90,15750,3,5,0,2,8,5,1999,1,1462.0,1513,2,5,521.0
425,1886,20.0,60,12782,4,5,0,2,8,5,2002,3,1822.0,1828,3,7,523.0
426,1887,20.0,70,8750,4,5,0,2,7,5,1997,1,1417.0,1417,3,7,511.0
427,1888,20.0,85,10200,4,5,0,2,8,5,2007,1,1578.0,1602,3,7,810.0
428,1889,60.0,85,11069,0,5,0,4,6,5,2007,1,608.0,1396,3,6,440.0
429,1890,20.0,80,10682,4,7,0,2,4,6,1960,1,1014.0,1149,3,7,544.0
430,1891,180.0,35,3675,4,7,4,5,6,5,2005,1,547.0,1072,2,5,525.0
431,1892,20.0,64,6410,4,7,0,2,4,5,1959,1,876.0,876,3,5,320.0
432,1893,20.0,70,11767,4,7,0,2,5,5,1950,1,1078.0,1368,3,6,195.0
433,1894,90.0,65,10926,4,7,2,2,5,5,1959,3,1678.0,1678,6,10,0.0
434,1895,20.0,70,11767,4,7,0,2,5,5,1956,3,1150.0,1560,2,7,313.0
435,1896,50.0,45,8212,4,7,0,0,5,6,1941,1,720.0,1298,3,6,256.0
436,1897,50.0,70,6300,0,18,0,0,5,4,1938,1,832.0,1268,3,7,250.0
437,1898,70.0,43,5707,4,18,0,4,6,6,1935,1,583.0,1242,3,6,180.0
438,1899,30.0,64,8574,4,6,0,2,6,8,1916,1,816.0,1232,3,6,440.0
439,1900,70.0,53,7155,4,6,0,4,7,8,1918,2,600.0,1228,3,6,215.0
440,1901,50.0,60,13680,4,6,0,0,5,6,1940,1,840.0,1567,2,6,440.0
441,1902,20.0,80,14680,4,6,0,2,5,4,1960,1,1273.0,1273,2,5,307.0
442,1903,90.0,60,8145,0,6,2,3,7,6,1940,1,920.0,2480,5,13,400.0
443,1904,20.0,70,9100,4,6,0,2,5,6,1954,1,1112.0,1112,2,6,390.0
444,1905,20.0,90,13339,4,6,0,2,6,6,1960,1,1561.0,1561,3,6,463.0
445,1906,50.0,78,15600,4,6,0,0,5,7,1949,1,1067.0,1523,3,7,295.0
446,1907,20.0,100,17500,0,6,0,2,6,5,1954,1,1310.0,1906,3,6,576.0
447,1908,160.0,24,1733,4,1,3,4,6,6,1980,1,516.0,1032,2,5,452.0
448,1909,160.0,24,1488,4,1,4,4,6,6,1980,1,561.0,1229,2,5,462.0
449,1910,160.0,24,1612,4,1,3,4,6,6,1980,1,561.0,1229,2,5,462.0
450,1911,80.0,60,13607,4,6,0,6,6,6,1986,1,572.0,1982,3,6,501.0
451,1912,20.0,60,17597,4,6,0,2,7,9,1971,3,1803.0,2365,3,7,551.0
452,1913,70.0,50,8660,4,9,0,4,5,6,1900,2,760.0,2168,5,11,576.0
453,1914,30.0,60,10200,4,9,0,2,4,6,1925,1,572.0,572,2,4,200.0
454,1915,120.0,44,3843,4,6,4,2,8,5,2007,3,1596.0,1648,2,5,482.0
455,1916,30.0,109,21780,4,9,0,2,2,4,1910,1,0.0,810,1,4,280.0
456,1917,60.0,75,10125,4,11,0,4,8,5,2000,1,1107.0,2052,3,7,642.0
457,1918,85.0,75,9750,4,11,0,5,6,6,1977,1,902.0,926,2,5,351.0
458,1919,85.0,72,9360,4,11,0,5,6,7,1977,1,957.0,1287,2,5,541.0
459,1920,20.0,82,11070,4,11,0,2,5,5,1991,1,1582.0,1595,2,5,672.0
460,1921,20.0,113,13438,0,23,0,2,9,5,2008,1,2190.0,2036,3,9,780.0
461,1922,20.0,79,14463,0,23,0,2,9,5,2008,1,1641.0,1641,3,7,885.0
462,1923,60.0,60,9839,1,23,0,4,6,8,1980,1,712.0,2237,3,7,440.0
463,1924,80.0,125,14419,0,23,0,6,7,5,1987,3,1645.0,1479,3,7,578.0
464,1925,60.0,75,9157,0,23,0,4,7,5,2003,1,912.0,2014,3,9,486.0
465,1926,20.0,85,12633,4,23,0,2,9,5,2007,3,1978.0,1978,2,7,920.0
466,1927,20.0,75,12518,4,11,0,2,5,7,1968,1,1008.0,1008,3,6,384.0
467,1928,20.0,83,13383,4,11,0,2,5,5,1969,3,1188.0,1404,3,7,504.0
468,1929,85.0,50,7689,4,11,0,5,5,8,1972,1,796.0,796,2,4,336.0
469,1930,80.0,62,7706,4,11,0,6,6,5,1993,1,384.0,1091,2,5,429.0
470,1931,85.0,70,7669,4,11,0,5,5,6,1992,1,828.0,883,2,5,698.0
471,1932,60.0,62,10429,4,11,0,4,5,5,1992,1,624.0,1287,3,6,440.0
472,1933,60.0,70,10457,4,11,0,4,5,7,1969,1,784.0,1632,4,7,898.0
473,1934,60.0,72,8702,4,8,0,4,6,5,1997,1,926.0,1604,3,7,470.0
474,1935,60.0,65,8139,4,8,0,4,6,5,1995,1,680.0,1470,3,7,420.0
475,1936,60.0,59,9535,4,8,0,4,6,5,1998,1,926.0,1604,3,7,472.0
476,1937,60.0,60,15038,0,8,0,4,6,5,1996,1,916.0,1636,3,7,386.0
477,1938,20.0,53,14137,4,8,0,2,5,5,1996,1,1348.0,1384,3,7,404.0
478,1939,120.0,45,6264,0,22,0,2,8,5,1997,1,1664.0,1682,1,6,528.0
479,1940,120.0,39,5070,4,22,4,2,8,5,1992,1,1280.0,1280,2,5,506.0
480,1941,60.0,73,11184,0,8,0,4,6,5,1998,1,932.0,1633,3,7,460.0
481,1942,60.0,60,14067,3,8,0,4,6,5,1991,1,836.0,1709,3,7,416.0
482,1943,120.0,65,5950,4,22,4,2,8,5,1989,1,1337.0,1337,2,5,462.0
483,1944,60.0,101,13543,0,22,0,4,8,5,2005,1,1168.0,2500,5,9,683.0
484,1945,20.0,53,15401,1,22,0,2,9,5,2004,3,1884.0,1884,2,7,670.0
485,1946,20.0,60,31220,2,8,0,2,6,2,1952,3,1632.0,1474,3,7,495.0
486,1947,120.0,60,8118,4,22,4,2,9,5,2007,3,1710.0,1710,2,6,557.0
